AuthorName,TotalComments
Stokes Seegers,1
candide,1
AK Malone,1
Robert Molitor,1
David Morisset,1
Nothing4YouHere,1
mike sim,1
♡shAnnOn♡,1
Free Lives Matter,1
Guario Nex,1
Rob Will,4
r00t hkr,1
ZarBluestar,1
This Guy,1
T Walker,1
DarkSpider361,1
Crash Override,1
Alex 0393,1
LegoLife,1
charles gee,2
cody morris,1
J C,1
gene schmunk,1
Anon Nymous,1
DontBotherNone,1
Mason R,1
Gurtius Maximus,1
Ryan Grow,1
Fransens,1
Bruce Maximus,1
Alastor,2
Dan Lin,2
Aleister Lavey,3
Echero,2
Ankhayra TV,1
Dan Chugg,1
William White,1
Jesse Mitchem,1
TwoTail,1
R M,1
banji man98,2
Disabled-Megatron,1
SellSw0rd,1
Aaron..,1
The Rat King ,1
Nathan,1
Arthur Pendragon,1
Emcee,8
General Tso,1
KEK,1
Norris Thompson,1
jim Steichen,1
Elijahn Sapuay,1
ScottaHemi,1
Leo Nielson,1
knotsochice,3
Ian McGeehan,1
andym2612,1
Nora Simonson,1
likwidmocean,1
David Hunter,1
Pixelatedsockpuppet,1
Snuggle Struggle,4
Talic Motorsports Media,1
wolfrainexxx,2
Sunny Forest Tarot,1
Frode Torsten (Raven),1
Kenofi,1
S Beresford,1
Panther Aminita,1
kazuma kiryu,1
xDivine Matrix,1
Mechazoid5116,1
Samwise the Brave,2
Don Eagle,6
Jeffrey Jameson,1
Bew Bew,1
Miranda Zuk,1
Live Free,1
TheREALemperorpalpatine  ( loves Lisa Abramowicz ),2
Rob Proctor,1
darketernal3,1
Kacey Jones,4
Dan Evens,1
Bogle Tastic,1
Xeth,4
Rob Weiss,1
Cloud Seeker,1
JT,1
Aris Ko,1
A T,1
EYESWIDEOPEN,2
VoodooSurvivor,1
SAM BRICKELL,2
Roger,6
Jakubek Ch.,1
KillaBryx,1
Samuel Lescelius,1
T. Roy,1
Joseph Johnston,1
Knight the Hood,1
Necroticus,1
William Neal,1
Text ±𝟗𝟎𝟏𝟐𝟖𝟔𝟖𝟗𝟒𝟑,70
NoirMorter,2
The Principled Transformation,1
Ian Corporon,1
The Den of Gwydion,1
rycs16,1
900HPNEXTGEN,1
"Ok, I see",1
Francis Ty,1
Thomas Huff,1
myndwire,1
Skyler Tha Creator,1
Nicolette Emerson,2
Red River Post,1
Martin Svensson,1
Pontus von Geijer,1
Jon P,2
Justin Jones,1
Ninjakat,1
morantNO1,2
midgetydeath,1
Pedro Martinez,1
Jeremy Moon,1
Foley,1
g_,1
Hash Vendetta,2
Ray Misuto,3
GamerDrive,1
westearp,1
Cesar,1
dcelecr,1
NGoLC,1
MR Alien,1
NobodyKayaks,2
Joseph Lanera,1
PoorMan,1
Timmy,2
Marc-Antoine,1
Cesar De Jeronimo,1
Savage Randy,1
Brucereed99,1
xray606,1
1337asader,1
YOU SSH,1
Matthew Bush,2
Scott East,1
John Hand,1
Adawg 303,1
P T,2
Daniel Andrews,1
Xeranx,1
Kenny James,1
William France,1
Barry Cole,1
HumanSynthetic,1
xnetpc,1
( ͡° ͜ʖ ͡°),1
Bret Claar,1
Jim Luebke,1
Steve Pettibone,1
waway37,1
Corwin Parker,2
Mitch Newara,1
isturbo1984,1
D Wolfsfroth,4
HighmageDerin,1
TheTastefulThickness,1
Jordan T,1
Allie Em,1
MrGorillapete,1
joefromravenna,1
Lordkrust,1
Chris Carlin,1
Michael Knight,1
Pat Starr,1
caribu,1
JJ Hall,1
Tensor Tab,1
bdotalex,1
Gabrielle REDACTED,1
curly dude,1
Kin Ka,1
Psyience,1
Pull Your Head Out Podcast,1
whoopdeedoo,1
Michael O. Pinkerton,1
Speedwagon,1
joshua raglin,1
Illustrious18,1
Daniel Taylor,1
Bryan Jensen,1
".,|by010|,.",1
Stephen C,1
Joshua Peterson,1
Maiden Minnesota,1
Davil,1
Some Imperial Fist,1
Liam O'Dell,1
Tim Powers,1
Donny Biggerstaff,1
Daniel Bakel,1
manstyle1,1
Hal Carmody,1
few2many,3
John Mason,1
woolph58,1
Bungo Bilbo,1
Chris E,1
Philosopher,2
Rod Rom,1
Lord Frostwind,1
Joe Principato,1
EB_PR_Bot,2
Myk88froopy,1
Supergob Goblin,2
Noneya,2
cheesewheel,1
HowDidThisGetHere,1
Graham Barton,1
Web Luke,1
AGS,1
Tomonium,1
OmegaFalcon,1
Robert Preston,1
Jun3 Shiroyuki,1
Joshua Moore,1
Redtail45044,1
Richard Rasmussen,1
KittyCatMeowMeowTime,1
Other Name,2
Jeffrey Z,1
Anna B,1
safffff1000,6
John Broshears,1
TCallier,3
Travis Crawford,1
SeanR,1
CaptainZ,2
Sergej Koch,2
Mike Mongrel,1
M B,1
J Sabere,2
Callsign Ewok,1
no2party,1
yossarian1633,1
Ken Sweeney,1
Cheryl Vergin,1
mike oglesbee,1
Eric Mullins,1
Carrie Tatum,1
Umbrella Corp Security,1
TentaclePentacle,1
AnarchyInYourHead,1
nanachi,1
Pseudoswede,1
Sam U. Rai,1
MP4-27d,1
Anthony C,1
RUSTY SHACKLEFORD,1
Shangex,1
usssanjacinto1,1
Mr deplorable,1
DarKMa††er,1
Nick Bierman,1
Fuh Kyu,1
UMCorian,1
Thomas Anthony,1
Jacen Solo,3
ゲンソウ,3
ndzapruder,1
Mario Beck,1
Coop Cooper,1
Cypher _,1
Tayo Lambert,1
aakkoin,3
Thomas Pawlak,1
John Q. Publik,1
K. Evan Rude,1
Jack,1
Jan Kowalski,1
Luis E Morales Falcon,1
Lovable Idiot,1
Justin Myers,1
Todd Frahm,1
steve allen,1
John Marraffa,1
Michael Shattuck,1
Chief Waukon,1
Zauxst,1
StockTawk,1
Novik,2
MusbyCrazy,1
Tom Schonborg,1
Jack Olantern,1
Patrick Foxchild,1
WTF BBQ,1
Hoss skul,1
Larry Samples,1
Jason Shave,1
NATE,1
Jeramy,2
The Hydra,1
Raymond Bednarz Jr.,1
HalfSquatch Shortbeard,1
Mike Lee,2
Mahtan Amandil,1
Caffeinated Frostbite,3
Rocky Money,1
M W,2
TheJemsen,1
Derek Babb,1
John Schwalb,1
Fox Zook,2
Alex James,1
Throwing Thumbs,1
not your average golden potato,1
Helicopter Rides For Communists,1
Capharas,1
soggy biscuit,1
shadooku,2
Time.worn-soul,1
Nicholas Floyd,1
Writer Vest,1
zack long,1
Sgt. Buck,2
Man in the Moon,1
jerrett barkley,1
sn ky,1
K COR,1
Boozer von Oftindrinkin,1
Michael Carouth,2
T Bone,1
smgofdvld,1
Joel,2
Clint B,1
Winking Walrus,4
52262,4
elusive mane,1
FromMyBrain,1
Killacamfoo O.G.,1
Anthony Strong,1
Angelia Hoffman,1
Peter Banks,1
The Witness,1
Arron Johnston,1
我來了我看到了我征服了,1
thedungeondelver,1
fearnobizarre,1
Muck006,1
TheRealXartaX,1
Ozymandias,1
Zin Zhao,2
C a t a l y s t,1
Raymond Chen,1
Julia Anayamar,1
Damage ConTrolling,1
Max Hines,4
TILE- MAKER,1
C D,1
Bob Thebadguy,1
RustaviousJ,1
Inzyman,1
Angry Dog production,1
GamerSmack,1
crazyjr,1
WriteYourRepBrakeUpAlphabet,1
richard peck,1
Dalton Mann,1
Bryce Wade,1
Anti Woke,2
gibbers05,1
Nathan Hickey,1
Steph,2
Jeb!,1
Cheddarman,2
xx My Amazing Reality xx,1
Richard Reese,1
Elijah Pence,1
Jason J,1
Dion St. Michael,1
John Brown,2
Elisha J Cramer,2
Bicks,1
Emmett Richardson,1
Savant Slacker,1
mickytruelove,1
osi,1
Tom Sherwood,1
Crimson King,1
WastingSanity,1
1VETaLEK2,1
Pntx,1
the janitor,1
Larry Lambert,1
LilC1deep,2
NeoWorm,1
Bagfries,1
M Simon,1
Beau Sullens,1
James LeBeau,1
Vnix,1
Chuck I,1
PixelSubstream,1
Andrew Bieszk,1
Derpy Meme Birb,1
IvanGotYokes,1
Dieter Straubel,1
Panda Pirate,1
Chad Bremer,1
THE CONSERVATIVE CHRISTIAN!,1
Snowboard Dan,1
Tommy Latham,1
The Mad scientist,1
k,4
Jason Ray,1
William Stellmon,2
capitans12,2
No-Bark,5
Breakneck,1
Jesse McCord,2
DANIIEL,1
blacktiger0095,1
Sekur,1
VarioBro,1
Giovanni,1
NuffxSaid,2
ElVaquero555,1
Fordrin,1
Kaiser IV,1
BRANDY MABOY,1
LordOfElm,1
itchy,3
Level with Z 💠,1
Big Cow Productions,2
John Selden,1
LaCount,1
Sergeant Camacho,2
Brandon Zhang,1
Father of Jman,1
Clay More,1
Bart Simpson,2
Sherry Miller,1
Dan Stinson,1
BMX,1
Alan Downunder,1
David Edens,1
UrStax Fetish,1
Ashley Eva,1
Alpha Cat,2
no1youknowz,1
Jeffski,1
Brock Martin -SparKingTournaments,2
Google blocked me ,1
AYCEEONETHIRTY,1
Monty_WolfKitty,1
Grand Master Glick,1
pretikewl76,6
King Flippy Nips,1
unx4xgiven,1
Rules1138,1
J Dawson,1
Matthew D,1
Donny Brook,1
OurLadyOf CordialCivility,1
Robert Diggins,2
Christopher N,1
FORD PREFECT🔷,1
Eric Roth,3
Adrianagain Wsp,1
MuchoTaco🌮,1
Ivan Toman,1
Brandon T,1
warwickben Benjamin,1
Texas SWade,1
IPAsAndSunshine,1
Jake the Snake,1
James Reck,1
SLO 84,1
Jimdus,3
Tau McTauface,1
FeshonAL Flip,1
Andrew Hoyle,1
Doomhauser,1
nate phill,1
Adam Mian,1
Vash115,1
Tony Edwards,1
XMoeiskingX,1
speedy,1
"Keep it simple, stupid.",1
Jeff Shaw,1
Codeack101 wlck,2
Twitter is Wack,1
ApplesGhost,1
Byzantine Legionnaire,1
DakuHonoo,1
Demon King,2
Eva One,1
wraith3920,1
Zachary Russell,1
CtrlWQ,1
Naturenerd1000,1
Kaven Thibault,1
Soldano999,2
gbonkers666,3
AIDSCORN,1
The last of us,3
REDFORMAN,1
Daniel Cabrera,1
Gzngahr,1
First name,1
Esthah Yahgeh,1
NeglectfulSausage,1
Justin Red,1
Slink Bradshaw,1
JOHN58476,1
Ben Cheevers,1
Steve Powell,1
Be Prepared,1
ImmortalWombat,1
TheRadioAteMyTV,1
Jimmy Strudel,1
Grumpebombs,3
Take it easy,1
Cynadyde,1
Ted Hodge,1
Steven Kenney,1
ottis,1
BaresarkSlayne,1
Lonnie Hensley,1
Brad Chenoweth,1
tuseroni,5
Domidayv,3
Psychette,1
Anthonygenejones,1
Joel Macha,1
over9000 ryan's,1
lop90ful1,1
Sandro234,1
Master Shake,1
Vincent Thendean,2
Ed Smith,2
DJ B,1
Commies are not people,1
rusty shackleford,2
Ponti,1
like5000wombats,1
Grey Lensman,1
Da- Boss-8556,1
stultus es,1
Clint Slowik,1
Pat Ratanapol,1
AllOuttaBubblegum,6
Walter L,1
"Ladies and Gentlemen, We Got Him",2
TheRobe,1
Sabizos-TheSacredCowTipper,4
Evan Stephens,3
Griff Tue,1
Sherry D.,1
The Enigma Desk,1
xprowl,1
Ben R.,1
Maximillian Timofte,1
PRESTON PALAFOX,1
Tango,2
Tookster,1
The Man Who Stole The Shadows,1
MoonfireArt,3
RobBobTim,1
Marcus Chang,2
Average Consumer,2
Orion Dragonstar,1
burrdawg,3
Lord Inquisitor Ahashion,1
punknoodles0,1
e t,1
James Andrews,1
Jae Sea,1
showtime2629,3
5XL outdoors,1
John Jackson,1
Donald Robinson,1
Meth3rlence,1
InternetStudiesGuy,1
Scott Degroot,1
Age Daugherty,1
SquareRootOf2,2
Dustin Brandel,3
John Dutchman,1
wifi961,1
Mr.P,1
Donna Matrix,1
ThirtytwoJ,1
VonDoogan,1
Rusty Shackleford,2
Deadpan Sanchez,2
Gold Goblin,1
Talks2Munch !,1
Henry,1
Tommaso Famularo,1
WrathfulSlime,1
Steven Rogers,1
Rusty Hansen,1
Varia XI,1
Harry Mason,1
Eric Mechelhoff,1
Fryklballs,1
luis braguês,1
Sasquatch IRL,1
jrjp01,1
Jeremy,1
Jason Gouffray,1
Sliver Lining _,1
Leonnie13,1
Charles Keifer,1
Earl Johnson,1
Zanroff,2
melissa winstead,1
Mantis Toboggan,1
Tim Whiting,1
DoughyInTheMiddle,1
dereksjourney,1
FLmetalhead,2
MacHamish,1
Midden Rat,1
Beardoe,2
BLaderiker1,1
Peter Nguyen,1
nature calls,1
Pete Witt,1
Cat,1
Clashing Images Productions,1
KILTED BILL,1
MonsterChuck,1
DeLona,1
Andrew Taylor,1
mrgod,1
P G,2
Nafetitive,1
mrdonetx,1
Rees. DaFlo,1
David,1
buenos,1
Larry H,1
Kyle Abbott,1
Greymist ShadowStalker,1
ohcrap2222,1
Krikecast,1
Tony,2
Sven Bman,1
Cocktails & Consoles,2
B Buescher,1
Sfer Tonoc,2
Tom Cervenka,2
that guy,1
Amellia Mendel,1
Runforestrun FPV,1
dankcincy,1
The_New_IKB 4472,1
Based Barack Obama,1
Mount Egde Fight Club,1
Bobby Salensky,4
Gavin Wilkins,1
AR D,1
A.J.,1
Mid-lyfe Cry-sys,1
azure1,1
suzan tiffany,1
Jack Flare,1
Dylan Krepps,1
Ian Dunn,2
The Gra-pist,1
Side Kickz,1
Ghostgate,1
Colby C.,1
That Guy,2
ImTheDaveman,1
Broadside,2
jmbrady1,1
tristian zero,1
Rex Cymru レックス・コーマーリー,1
Jira 64,1
James Reedy,1
Daniel Craig,1
NPC #4079338,1
Nature Z,1
Mysticfox2010,1
1MoreTurn,1
HIKIKOMORI,1
Singularity Bound,1
Tobi,1
DragonEnergy,1
Zero Neutral,3
mityace,1
Michael Taylor,1
ketsueki0shiroi0bara,1
warbunny13203,1
Touch Me,1
TheTrashMan,4
ADD Hoarding Procrastinator,4
Curt Coeur de Lion,1
Chris Roberts,1
5DollarShake,2
malditonuke,1
Sonny N.,1
reno Allstate,1
Cryscho,1
Agent Exeider,2
Oz Omnipotent,1
Becoming Ungovernable,2
MAGGOT VOMIT,6
Chris Rage,1
scourdx,1
L Carlson,1
Billy,1
Pipefighter X,1
sagitarriulus,1
"Aspartame Kills, ya know?",1
G_regulator,1
Travis Mitchell,1
Mary Quint,1
thefreedomishere,1
Dk Bros,1
Alex,1
feuryie,1
DrunkenYoda,1
Thomas Self,1
VespoLiveGaming,1
"Suffered, Learned & Changed",1
Marco V,1
Sterling Martin,1
nozrep,2
RonaldusMaximus,1
The Silent Observer,1
Bernard W,1
Silva,1
AJ Gregory,1
Equinox Black,1
ReadyPete Qualmers,1
tinseldoll,1
Rulke EU Lancer,1
Hallicrafters Rehabs,1
no body,3
Kevin,2
Michiganborn,1
Marshall Williams,1
Tom Colby,2
Vandalay Industries,1
D.A.S.D.,1
Mega Brawndo,2
Briana Wilk,1
crashburnova,1
Trey Chumchal,1
Crash Zone,1
Colin Nugent,2
Roshee,1
Axres,1
epia125,1
Lightgiver,1
Odin Gungnir,1
kenneth hummel,1
desroth,1
JR_Knows_Best,1
Clark,1
Hammer 1-1,1
Jeff Sanford,2
Heliam,1
Brendan Johnson,1
Sean McQuilliams,1
My Sexy Beast,1
Sweet Heart,1
killuminati4peace,1
Koir0,1
FoxTopia Minecraft,1
gilbert doeggy,1
Baneraze,1
Next Stop. 2030.,1
sxntaxis,1
null void,1
Shinozaki,7
aangell22,1
PencilLord,1
Janet Anderson,1
Boosted4life,1
ericscustomtile,1
Tom Armstrong,1
Dustin Risinger,2
Ιωάννης Λέπουρας,1
Mike Osgood,1
Richard Needham,1
Nick O'Mahony,1
Ken A,2
John Liberty,1
censor tube,1
Cody Justin Fannin,1
Jiri Vrana,1
Lain,1
Brian Darkwolf45,1
Legendary Skinman,1
OriRune,1
Guardsmen Norheim of the Tanith 1st,1
JM,3
Thick Toast,1
GarryOwen,1
Xperia,1
jb,1
Idanthyrsus,1
Nannette Russell-Lockwood,1
Runs_With_Platypus !,2
let's talk about it,1
vinnyzan1,1
Dilly Dilly,2
PODsyndrome,1
Beatngu,2
Primitive,1
xDeckapex,1
Connor Smith,1
DogTag93,1
TheBomberer,1
High Vibes,1
John Rodgers,1
FatRown,1
Pancake Astronaut,1
Deadeye Duncan,1
aceman1126,1
Indigenous & Sober,2
CHINA SPY BALLOON,1
Julian Frachtman,1
Mchief12345,1
Jim,1
John Ingle,1
Kangaroo262,1
Ed,3
DarkEnergy,1
callmedeno,2
Cat Bert,3
Eric Bush,1
121dan121,1
john m,1
ga gamba,1
Rob O,1
/ DELTA,1
Chase,1
Linton Herbert,1
Brad Harris,1
beggarsoutpost,1
William dabill,1
Joseph Fazio,1
Mark M8,1
Fugoff Azshoel,1
Eric Klein,1
Paige Holland,1
Jacob meyer,1
Alejandra,1
CaPTiizZy,1
zombiejoe326,2
Aidoon,1
The Senate,1
EvIL DyNAmiTe D,1
Justin Reid,1
Doberton,2
trujello,1
KWILD,1
Oh No Mr. Bill!,1
All Alpha Zero Beta,2
jc d,1
Ugly Blue Chair Productions,1
PTAIP,1
Old man Biscuit,1
Robert Kelly,1
Txori Morea,1
Mave,1
Systrex,1
Hank Moody,1
Drive By Commenter,3
Hayden Roper,1
Taylor,1
Patrick Booth,1
Rapportus,1
Tony Torre,1
